1	4.751419329	4.729364827
1	4.729364827	4.566840653
1	4.566840653	4.747991747
1	4.747991747	5.031226882
1	5.031226882	5.38890878
1	5.38890878	5.24221479
1	5.24221479	5.712056718
1	5.712056718	5.289631838
1	5.289631838	5.147266844
1	5.147266844	5.244656271
1	5.244656271	5.647891628
1	5.647891628	5.874609167
1	5.874609167	6.087723763
1	6.087723763	5.815980672
1	5.815980672	5.669765609
1	5.669765609	6.225725862
1	6.225725862	5.006119087
1	5.006119087	5.336919536
1	5.336919536	5.55391189
1	5.55391189	6.020843005
1	6.020843005	6.138654232
1	6.138654232	7.393923298
1	7.393923298	8.028195477
1	8.028195477	8.532343957
1	8.532343957	8.849960828
1	8.849960828	7.968059923
1	7.968059923	7.661025619
1	7.661025619	6.612929618
1	6.612929618	7.856398759
