1	4.841936379	4.865003124
1	4.865003124	4.93755972
1	4.93755972	5.407011142
1	5.407011142	5.499829829
1	5.499829829	5.483197302
1	5.483197302	6.088265794
1	6.088265794	5.788689666
1	5.788689666	5.645793634
1	5.645793634	5.515630745
1	5.515630745	5.792605958
1	5.792605958	6.19988199
1	6.19988199	6.786650067
1	6.786650067	6.291273279
1	6.291273279	5.834212179
1	5.834212179	6.50429528
1	6.50429528	6.362069644
1	6.362069644	5.385070976
1	5.385070976	5.675369227
1	5.675369227	6.106557507
1	6.106557507	6.437293869
1	6.437293869	7.645340257
1	7.645340257	8.878038055
1	8.878038055	8.784276162
1	8.784276162	9.371172227
1	9.371172227	8.906261419
1	8.906261419	8.669526973
1	8.669526973	8.010884688
1	8.010884688	8.386586227
1	8.386586227	8.543910664
