1	4.863042689	4.847794953
1	4.847794953	4.855430881
1	4.855430881	4.949456744
1	4.949456744	5.367126734
1	5.367126734	5.525230079
1	5.525230079	5.472139619
1	5.472139619	6.077212395
1	6.077212395	5.808080008
1	5.808080008	5.636709605
1	5.636709605	5.560305827
1	5.560305827	5.817600955
1	5.817600955	6.146288868
1	6.146288868	6.58897675
1	6.58897675	6.328330785
1	6.328330785	5.81985247
1	5.81985247	6.534328598
1	6.534328598	6.31097477
1	6.31097477	5.403963087
1	5.403963087	5.735884383
1	5.735884383	6.087881287
1	6.087881287	6.417383377
1	6.417383377	7.541999272
1	7.541999272	8.919855995
1	8.919855995	8.763036048
1	8.763036048	9.635127331
1	9.635127331	8.98069964
1	8.98069964	8.767142681
1	8.767142681	7.987322886
1	7.987322886	8.383593324
